recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001181,000000000010000766,3000,Ball Mill Gearbox Assembly DN100 FLSM,INSURANCE,INTERMITTENT,3,44,1.933,1.900,1.208,1.200,6.058,3.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.933. At the INSURANCE service level of 90% and a 44-day lead time, the reorder point should be 1.9.",APPROVED,2026-08-29
REC-001182,000000000010000767,1000,Conveyor Drive Motor 8/6 SANDVIK,NORMAL,REGULAR,12,33,53.352,52.000,8.000,7.800,283.734,174.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 40.8 per month over 24 months with a 33-day lead time gives a reorder point of 52 against the current 53.352.,APPROVED,2026-05-20
REC-001183,000000000010000768,3000,Hydraulic Pump Assembly 250MM SIEMENS,INSURANCE,REGULAR,12,134,202.000,120.700,27.018,16.100,202.000,191.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 90 is below the current reorder point 202. At the INSURANCE service level of 90% and a 134-day lead time, the reorder point should be 120.7.",REJECTED,2026-07-11
REC-001184,000000000030000177,2000,Ball Mill Shell Liner Plate 10/8 KSB,IMPACT,ON_DEMAND,1,31,0.000,4.300,0.000,3.300,0.000,7.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 4.3 and a maximum of 7.2.,PROPOSED,2026-05-31
REC-001185,000000000010000769,1000,Spherical Roller Bearing 6/4 SIEMENS,CRITICAL,INTERMITTENT,0,62,12.620,10.700,7.796,6.600,28.112,16.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 12.62. At the CRITICAL service level of 98% and a 62-day lead time, the reorder point should be 10.7.",REJECTED,2026-07-05
REC-001186,000000000080000176,1000,Ball Mill Shell Liner Plate 10/8 ABB,IMPACT,INTERMITTENT,5,52,3.375,2.500,2.178,1.600,3.375,4.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 3.375. At the IMPACT service level of 95% and a 52-day lead time, the reorder point should be 2.5.",APPROVED,2026-08-04
REC-001187,000000000010000770,2000,Gland Packing Seal Ring 150MM WEIR,NORMAL,REGULAR,12,52,68.653,43.300,14.435,9.100,97.540,103.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 61 is below the current reorder point 68.653. At the NORMAL service level of 85% and a 52-day lead time, the reorder point should be 43.3.",APPROVED,2026-05-13
REC-001188,000000000010000771,1000,Centrifugal Pump Casing 8/6 KSB,NORMAL,INTERMITTENT,3,50,1.461,2.300,0.840,1.300,5.694,4.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 50-day lead time gives a reorder point of 2.3 against the current 1.461.,APPROVED,2026-05-29
REC-001189,000000000080000177,4000,Slurry Density Transmitter TYPE A FLSM,IMPACT,INTERMITTENT,4,57,10.365,7.200,6.782,4.700,11.269,11.200,ROP_MAX_SAFETY_STOCK,Stock on hand 12 exceeds the current maximum 11.269. Consumption of 1.3 per month supports a maximum of 11.2.,APPROVED,2026-08-14
REC-001190,000000000080000177,1000,Slurry Density Transmitter TYPE A FLSM,IMPACT,INTERMITTENT,3,57,4.448,2.900,3.026,2.000,6.128,4.400,ROP_MAX_SAFETY_STOCK,Stock on hand 10 exceeds the current maximum 6.128. Consumption of 0.5 per month supports a maximum of 4.4.,APPROVED,2026-06-04
REC-001191,000000000010000772,3000,Flow Meter Sensor Head 250MM MULTOTEC,NORMAL,SLOW,2,43,1.698,1.400,1.130,0.900,2.438,2.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 43-day lead time gives a reorder point of 1.4 against the current 1.698.,APPROVED,2026-06-25
REC-001192,000000000080000178,1000,Conveyor Take-Up Pulley 110KW WEIR,IMPACT,INTERMITTENT,3,14,1.924,3.100,1.509,2.400,9.878,7.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 14-day lead time gives a reorder point of 3.1 against the current 1.924.,PROPOSED,2026-06-12
REC-001193,000000000010000774,2000,Flotation Blower Motor DN100 KSB,INSURANCE,INTERMITTENT,7,182,4.158,5.300,1.219,1.600,6.123,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.158. At the INSURANCE service level of 90% and a 182-day lead time, the reorder point should be 5.3.",APPROVED,2026-08-22
REC-001194,000000000010000774,3000,Flotation Blower Motor DN100 KSB,INSURANCE,INTERMITTENT,5,182,10.514,8.700,3.869,3.200,15.863,11.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 182-day lead time gives a reorder point of 8.7 against the current 10.514.,APPROVED,2026-08-21
REC-001195,000000000010000775,3000,Thickener Rake Drive Gearbox 6/4 METSO,NORMAL,REGULAR,11,12,3.469,6.800,0.862,1.700,48.624,45.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 13.0 per month over 24 months with a 12-day lead time gives a reorder point of 6.8 against the current 3.469.,HELD,2026-07-21
REC-001196,000000000010000775,1000,Thickener Rake Drive Gearbox 6/4 METSO,NORMAL,REGULAR,10,12,6.421,10.100,1.606,2.500,90.617,68.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 19.3 per month over 24 months with a 12-day lead time gives a reorder point of 10.1 against the current 6.421.,PROPOSED,2026-08-26
REC-001197,000000000010000776,4000,Thickener Rake Seal Kit 150MM SANDVIK,NORMAL,REGULAR,10,16,11.304,9.800,3.419,3.000,38.212,48.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 13.0 per month over 24 months with a 16-day lead time gives a reorder point of 9.8 against the current 11.304.,PROPOSED,2026-07-27
REC-001198,000000000010000776,2000,Thickener Rake Seal Kit 150MM SANDVIK,NORMAL,REGULAR,12,16,45.984,26.900,12.679,7.400,182.704,138.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 37.2 per month over 24 months with a 16-day lead time gives a reorder point of 26.9 against the current 45.984.,APPROVED,2026-07-05
REC-001199,000000000010000777,2000,Conveyor Drive Gearbox 6/4 KSB,INSURANCE,REGULAR,11,41,46.146,36.500,8.836,7.000,170.817,102.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 21.9 per month over 24 months with a 41-day lead time gives a reorder point of 36.5 against the current 46.146.,APPROVED,2026-07-08
REC-001200,000000000010000778,4000,Ball Mill Trunnion Bearing DN100 SANDVIK,CRITICAL,INTERMITTENT,7,146,14.243,17.000,8.385,10.000,16.691,21.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 14.243. At the CRITICAL service level of 98% and a 146-day lead time, the reorder point should be 17.",PROPOSED,2026-05-12
REC-001201,000000000080000179,1000,Soft Starter Power Module HD ABB,IMPACT,INTERMITTENT,5,45,3.038,2.300,2.117,1.600,4.636,3.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.038. At the IMPACT service level of 95% and a 45-day lead time, the reorder point should be 2.3.",APPROVED,2026-06-25
REC-001202,000000000080000179,4000,Soft Starter Power Module HD ABB,IMPACT,INTERMITTENT,7,45,10.050,9.700,6.214,6.000,25.069,17.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 10.05. At the IMPACT service level of 95% and a 45-day lead time, the reorder point should be 9.7.",APPROVED,2026-06-06
REC-001203,000000000010000780,3000,Variable Speed Drive Unit 55KW MULTOTEC,INSURANCE,SLOW,5,95,1.432,1.600,0.846,0.900,1.761,2.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.432. At the INSURANCE service level of 90% and a 95-day lead time, the reorder point should be 1.6.",APPROVED,2026-05-29
REC-001204,000000000010000781,2000,Thickener Rake Drive Gearbox 110KW FLSM,CRITICAL,INTERMITTENT,4,166,10.341,15.500,4.894,7.300,32.226,20.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 166-day lead time gives a reorder point of 15.5 against the current 10.341.,REJECTED,2026-06-28
REC-001205,000000000010000782,3000,Slurry Pump Wet End Assembly 250KW,NORMAL,REGULAR,12,14,18.698,11.900,5.019,3.200,101.572,68.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 18.9 per month over 24 months with a 14-day lead time gives a reorder point of 11.9 against the current 18.698.,APPROVED,2026-07-14
REC-001206,000000000010000783,1000,Mill Lube Pump Motor 6/4 METSO,CRITICAL,INTERMITTENT,5,37,8.072,4.700,5.898,3.400,12.885,7.800,ROP_MAX_SAFETY_STOCK,Stock on hand 13 exceeds the current maximum 12.885. Consumption of 1.0 per month supports a maximum of 7.8.,PROPOSED,2026-06-14
REC-001207,000000000010000784,4000,Conveyor Drive Gearbox TYPE A SEW,INSURANCE,REGULAR,11,60,16.004,26.300,2.736,4.500,51.850,59.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 16.004. At the INSURANCE service level of 90% and a 60-day lead time, the reorder point should be 26.3.",APPROVED,2026-06-24
REC-001208,000000000010000785,4000,Belt Scraper Blade Cartridge 55KW METSO,NORMAL,INTERMITTENT,3,11,0.740,0.500,0.566,0.400,2.505,1.600,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.505. Consumption of 0.4 per month supports a maximum of 1.6.,REJECTED,2026-07-16
REC-001209,000000000030000180,4000,PLC Digital Output Card 150MM METSO,IMPACT,ON_DEMAND,0,52,0.000,6.900,0.000,4.500,0.000,11.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 6.9 and a maximum of 11.2.,APPROVED,2026-08-30
REC-001210,000000000030000180,1000,PLC Digital Output Card 150MM METSO,IMPACT,ON_DEMAND,1,52,0.000,10.200,0.000,6.300,0.000,17.100,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 10.2 and a maximum of 17.1.,PROPOSED,2026-06-03
REC-001211,000000000080000180,3000,Crusher Main Shaft Bearing HD ABB,NORMAL,INTERMITTENT,3,60,6.705,4.900,3.578,2.600,13.725,8.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 60-day lead time gives a reorder point of 4.9 against the current 6.705.,HELD,2026-06-26
REC-001212,000000000080000180,1000,Crusher Main Shaft Bearing HD ABB,NORMAL,INTERMITTENT,8,60,10.000,7.500,4.844,3.600,23.225,13.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 60-day lead time gives a reorder point of 7.5 against the current 10.,APPROVED,2026-05-19
REC-001213,000000000010000786,1000,Flotation Cell Impeller DN100 SKF,IMPACT,INTERMITTENT,3,54,5.602,4.700,3.471,2.900,7.384,7.700,ROP_MAX_SAFETY_STOCK,Stock on hand 12 exceeds the current maximum 7.384. Consumption of 1.0 per month supports a maximum of 7.7.,APPROVED,2026-05-19
REC-001214,000000000010000787,3000,Screen Exciter Bearing 10/8 SIEMENS,NORMAL,INTERMITTENT,2,24,3.954,2.200,2.552,1.400,6.507,5.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.954. At the NORMAL service level of 85% and a 24-day lead time, the reorder point should be 2.2.",PROPOSED,2026-08-26
REC-001215,000000000010000787,2000,Screen Exciter Bearing 10/8 SIEMENS,NORMAL,INTERMITTENT,4,24,1.860,2.000,1.209,1.300,7.415,4.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 24-day lead time gives a reorder point of 2 against the current 1.86.,APPROVED,2026-06-03
REC-001216,000000000010000788,4000,Slurry Density Transmitter 10/8 SANDVIK,NORMAL,REGULAR,10,48,74.595,64.900,13.200,11.500,183.697,166.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 50 is below the current reorder point 74.595. At the NORMAL service level of 85% and a 48-day lead time, the reorder point should be 64.9.",PROPOSED,2026-07-09
REC-001217,000000000010000789,3000,Hydraulic Pump Assembly DN150 SEW,IMPACT,SLOW,5,8,0.820,0.500,0.675,0.400,1.061,1.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 8-day lead time gives a reorder point of 0.5 against the current 0.82.,APPROVED,2026-07-06
REC-001218,000000000010000789,1000,Hydraulic Pump Assembly DN150 SEW,IMPACT,SLOW,3,8,0.687,0.400,0.594,0.300,0.751,1.000,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.751. Consumption of 0.2 per month supports a maximum of 1.,PROPOSED,2026-06-16
REC-001219,000000000010000790,2000,Skirt Rubber Liner Section 250MM WEIR,INSURANCE,SLOW,1,124,1.892,1.900,1.057,1.100,1.892,2.500,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 1.892. Consumption of 0.2 per month supports a maximum of 2.5.,APPROVED,2026-05-29
REC-001220,000000000030000181,1000,Conveyor Idler Roller Set 250KW SEW,CRITICAL,ON_DEMAND,1,81,0.000,9.000,0.000,5.900,0.000,12.500,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 9 and a maximum of 12.5.,APPROVED,2026-07-25
REC-001221,000000000010000791,4000,Variable Speed Drive Unit 10/8 SEW,CRITICAL,INTERMITTENT,0,147,23.645,13.100,12.095,6.700,25.962,17.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 23.645. At the CRITICAL service level of 98% and a 147-day lead time, the reorder point should be 13.1.",PROPOSED,2026-05-25
REC-001222,000000000010000792,2000,Cyclone Apex Liner 200MM WEIR,CRITICAL,REGULAR,12,127,97.211,82.600,18.491,15.700,99.173,130.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 37 is below the current reorder point 97.211. At the CRITICAL service level of 98% and a 127-day lead time, the reorder point should be 82.6.",APPROVED,2026-06-10
REC-001223,000000000010000793,1000,Slurry Density Transmitter 10/8 SEW,CRITICAL,INTERMITTENT,0,70,24.451,14.100,14.926,8.600,24.451,21.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 24.451. At the CRITICAL service level of 98% and a 70-day lead time, the reorder point should be 14.1.",REJECTED,2026-05-15
REC-001224,000000000080000181,2000,Ball Mill Gearbox Assembly TYPE A KSB,CRITICAL,INTERMITTENT,6,91,8.921,6.300,5.560,3.900,11.636,8.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 8.921. At the CRITICAL service level of 98% and a 91-day lead time, the reorder point should be 6.3.",PROPOSED,2026-07-08
REC-001225,000000000010000795,1000,Centrifugal Pump Casing 10/8 ABB,CRITICAL,SLOW,1,81,2.943,2.200,2.031,1.500,3.506,3.000,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.506. Consumption of 0.2 per month supports a maximum of 3.,REJECTED,2026-07-17
REC-001226,000000000080000182,3000,Conveyor Pulley Bearing TYPE B MULTOTEC,IMPACT,INTERMITTENT,5,29,4.094,3.900,2.825,2.700,13.892,7.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 4.094. At the IMPACT service level of 95% and a 29-day lead time, the reorder point should be 3.9.",HELD,2026-07-25
REC-001227,000000000010000797,3000,Slurry Density Transmitter 8/6 KSB,CRITICAL,REGULAR,12,59,148.536,101.500,38.757,26.500,243.376,217.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 38.7 per month over 24 months with a 59-day lead time gives a reorder point of 101.5 against the current 148.536.,REJECTED,2026-07-31
REC-001228,000000000010000798,4000,Conveyor Take-Up Pulley 10/8 SIEMENS,NORMAL,REGULAR,11,19,3.423,8.300,0.813,2.000,47.056,38.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 10.1 per month over 24 months with a 19-day lead time gives a reorder point of 8.3 against the current 3.423.,HELD,2026-08-25
REC-001229,000000000010000798,2000,Conveyor Take-Up Pulley 10/8 SIEMENS,NORMAL,REGULAR,11,19,59.179,34.100,13.368,7.700,254.687,161.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 42.3 per month over 24 months with a 19-day lead time gives a reorder point of 34.1 against the current 59.179.,APPROVED,2026-06-22
REC-001230,000000000030000182,1000,Pressure Transmitter Assembly DN150 KSB,IMPACT,ON_DEMAND,1,31,0.000,2.400,0.000,1.700,0.000,4.500,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 2.4 and a maximum of 4.5.,PROPOSED,2026-07-25
REC-001231,000000000030000182,3000,Pressure Transmitter Assembly DN150 KSB,IMPACT,ON_DEMAND,0,31,0.000,5.100,0.000,3.700,0.000,9.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 5.1 and a maximum of 9.2.,PROPOSED,2026-06-28
REC-001232,000000000030000184,1000,Slurry Density Transmitter HD KSB,IMPACT,ON_DEMAND,2,15,0.000,1.500,0.000,1.200,0.000,3.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 1.5 and a maximum of 3.2.,APPROVED,2026-05-18
REC-001233,000000000010000799,1000,Belt Scraper Blade Cartridge 6/4 WEIR,CRITICAL,INTERMITTENT,0,131,8.111,16.400,4.204,8.500,36.427,21.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.111. At the CRITICAL service level of 98% and a 131-day lead time, the reorder point should be 16.4.",APPROVED,2026-07-06
REC-001234,000000000080000183,1000,Apron Feeder Gear Reducer 8/6 SANDVIK,NORMAL,INTERMITTENT,3,52,5.495,5.900,2.995,3.200,15.137,10.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 52-day lead time gives a reorder point of 5.9 against the current 5.495.,APPROVED,2026-05-18
REC-001235,000000000080000183,3000,Apron Feeder Gear Reducer 8/6 SANDVIK,NORMAL,INTERMITTENT,5,52,5.071,6.300,2.577,3.200,16.794,11.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 52-day lead time gives a reorder point of 6.3 against the current 5.071.,PROPOSED,2026-07-29
REC-001236,000000000010000801,3000,Pump Impeller DN100 SKF,INSURANCE,INTERMITTENT,3,148,9.634,10.200,4.242,4.500,11.172,13.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 9.634. At the INSURANCE service level of 90% and a 148-day lead time, the reorder point should be 10.2.",APPROVED,2026-05-19
REC-001237,000000000080000184,3000,Cyclone Apex Liner 200MM SIEMENS,IMPACT,INTERMITTENT,3,54,6.353,9.000,4.034,5.700,15.906,14.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 54-day lead time gives a reorder point of 9 against the current 6.353.,APPROVED,2026-05-17
REC-001238,000000000010000802,2000,Gland Packing Seal Ring 110KW SEW,CRITICAL,INTERMITTENT,0,79,7.212,6.300,4.376,3.800,15.137,9.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.212. At the CRITICAL service level of 98% and a 79-day lead time, the reorder point should be 6.3.",APPROVED,2026-06-09
REC-001239,000000000010000803,1000,Hydraulic Pump Assembly 200MM SEW,INSURANCE,INTERMITTENT,6,183,9.126,8.700,3.352,3.200,15.423,11.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 183-day lead time gives a reorder point of 8.7 against the current 9.126.,APPROVED,2026-05-27
REC-001240,000000000010000804,3000,Flotation Cell Impeller DN150 ABB,NORMAL,INTERMITTENT,4,15,3.799,2.300,2.470,1.500,8.727,7.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 15-day lead time gives a reorder point of 2.3 against the current 3.799.,REJECTED,2026-06-17
REC-001241,000000000010000805,1000,Spherical Roller Bearing 110KW SIEMENS,INSURANCE,INTERMITTENT,4,88,19.083,11.200,9.861,5.800,23.615,16.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.9 per month over 24 months with a 88-day lead time gives a reorder point of 11.2 against the current 19.083.,APPROVED,2026-09-01
